File path,Image label
dataset2/shine81.jpg,shine
dataset2/shine108.jpg,shine
dataset2/cloudy266.jpg,cloudy
dataset2/shine215.jpg,shine
dataset2/cloudy76.jpg,cloudy
dataset2/shine213.jpg,shine
dataset2/sunrise126.jpg,sunrise
dataset2/rain6.jpg,rain
dataset2/rain197.jpg,rain
dataset2/shine59.jpg,shine
dataset2/rain36.jpg,rain
dataset2/sunrise147.jpg,sunrise
dataset2/rain74.jpg,rain
dataset2/cloudy5.jpg,cloudy
dataset2/shine60.jpg,shine
dataset2/cloudy71.jpg,cloudy
dataset2/sunrise2.jpg,sunrise
dataset2/sunrise38.jpg,sunrise
dataset2/sunrise15.jpg,sunrise
dataset2/rain176.jpg,rain
dataset2/rain161.jpg,rain
dataset2/sunrise45.jpg,sunrise
dataset2/sunrise154.jpg,sunrise
dataset2/sunrise293.jpg,sunrise
dataset2/shine122.jpg,shine
dataset2/sunrise18.jpg,sunrise
dataset2/shine38.jpg,shine
dataset2/cloudy231.jpg,cloudy
dataset2/cloudy214.jpg,cloudy
dataset2/shine185.jpg,shine
dataset2/rain33.jpg,rain
dataset2/cloudy140.jpg,cloudy
dataset2/cloudy91.jpg,cloudy
dataset2/shine193.jpg,shine
dataset2/rain84.jpg,rain
dataset2/sunrise3.jpg,sunrise
dataset2/sunrise75.jpg,sunrise
dataset2/sunrise263.jpg,sunrise
dataset2/rain133.jpg,rain
dataset2/sunrise119.jpg,sunrise
dataset2/cloudy82.jpg,cloudy
dataset2/rain160.jpg,rain
dataset2/cloudy106.jpg,cloudy
dataset2/sunrise239.jpg,sunrise
dataset2/sunrise163.jpg,sunrise
dataset2/sunrise87.jpg,sunrise
dataset2/cloudy10.jpg,cloudy
dataset2/sunrise210.jpg,sunrise
dataset2/sunrise73.jpg,sunrise
dataset2/shine119.jpg,shine
dataset2/cloudy182.jpg,cloudy
dataset2/cloudy74.jpg,cloudy
dataset2/shine30.jpg,shine
dataset2/shine16.jpg,shine
dataset2/sunrise275.jpg,sunrise
dataset2/rain51.jpg,rain
dataset2/sunrise241.jpg,sunrise
dataset2/sunrise158.jpg,sunrise
dataset2/sunrise292.jpg,sunrise
dataset2/shine35.jpg,shine
dataset2/shine138.jpg,shine
dataset2/cloudy201.jpg,cloudy
dataset2/sunrise35.jpg,sunrise
dataset2/sunrise112.jpg,sunrise
dataset2/sunrise204.jpg,sunrise
dataset2/shine14.jpg,shine
dataset2/shine5.jpg,shine
dataset2/shine102.jpg,shine
dataset2/cloudy114.jpg,cloudy
dataset2/cloudy292.jpg,cloudy
dataset2/rain73.jpg,rain
dataset2/sunrise125.jpg,sunrise
dataset2/sunrise136.jpg,sunrise
dataset2/sunrise9.jpg,sunrise
dataset2/rain188.jpg,rain
dataset2/cloudy204.jpg,cloudy
dataset2/shine46.jpg,shine
dataset2/cloudy73.jpg,cloudy
dataset2/shine162.jpg,shine
dataset2/sunrise307.jpg,sunrise
dataset2/rain27.jpg,rain
dataset2/sunrise287.jpg,sunrise
dataset2/cloudy188.jpg,cloudy
dataset2/shine45.jpg,shine
dataset2/sunrise10.jpg,sunrise
dataset2/rain92.jpg,rain
dataset2/rain175.jpg,rain
dataset2/rain66.jpg,rain
dataset2/sunrise93.jpg,sunrise
dataset2/sunrise279.jpg,sunrise
dataset2/sunrise318.jpg,sunrise
dataset2/sunrise62.jpg,sunrise
dataset2/sunrise68.jpg,sunrise
dataset2/sunrise36.jpg,sunrise
dataset2/rain169.jpg,rain
dataset2/sunrise309.jpg,sunrise
dataset2/cloudy191.jpg,cloudy
dataset2/sunrise32.jpg,sunrise
dataset2/sunrise25.jpg,sunrise
dataset2/cloudy142.jpg,cloudy
dataset2/cloudy271.jpg,cloudy
dataset2/shine198.jpg,shine
dataset2/shine145.jpg,shine
dataset2/shine65.jpg,shine
dataset2/sunrise82.jpg,sunrise
dataset2/cloudy30.jpg,cloudy
dataset2/sunrise6.jpg,sunrise
dataset2/sunrise229.jpg,sunrise
dataset2/cloudy213.jpg,cloudy
dataset2/shine17.jpg,shine
dataset2/cloudy294.jpg,cloudy
dataset2/rain49.jpg,rain
dataset2/cloudy69.jpg,cloudy
dataset2/rain214.jpg,rain
dataset2/cloudy119.jpg,cloudy
dataset2/sunrise108.jpg,sunrise
dataset2/shine187.jpg,shine
dataset2/cloudy253.jpg,cloudy
dataset2/cloudy145.jpg,cloudy
dataset2/rain76.jpg,rain
dataset2/rain139.jpg,rain
dataset2/cloudy254.jpg,cloudy
dataset2/shine241.jpg,shine
dataset2/shine11.jpg,shine
dataset2/cloudy4.jpg,cloudy
dataset2/sunrise8.jpg,sunrise
dataset2/sunrise19.jpg,sunrise
dataset2/shine55.jpg,shine
dataset2/shine174.jpg,shine
dataset2/sunrise350.jpg,sunrise
dataset2/sunrise89.jpeg,sunrise
dataset2/sunrise237.jpg,sunrise
dataset2/shine73.jpg,shine
dataset2/sunrise316.jpg,sunrise
dataset2/sunrise205.jpg,sunrise
dataset2/sunrise103.jpg,sunrise
dataset2/sunrise166.jpg,sunrise
dataset2/cloudy208.jpg,cloudy
dataset2/shine28.jpg,shine
dataset2/rain100.jpg,rain
dataset2/cloudy251.jpg,cloudy
dataset2/sunrise290.jpg,sunrise
dataset2/sunrise269.jpg,sunrise
dataset2/sunrise97.jpg,sunrise
dataset2/shine140.jpg,shine
dataset2/cloudy246.jpg,cloudy
dataset2/shine64.jpg,shine
dataset2/shine51.jpg,shine
dataset2/rain184.jpg,rain
dataset2/sunrise253.jpg,sunrise
dataset2/shine248.jpg,shine
dataset2/sunrise143.jpg,sunrise
dataset2/shine114.jpg,shine
dataset2/rain157.jpg,rain
dataset2/rain151.jpg,rain
dataset2/sunrise24.jpg,sunrise
dataset2/rain112.jpg,rain
dataset2/sunrise305.jpg,sunrise
dataset2/sunrise34.jpg,sunrise
dataset2/shine75.jpg,shine
dataset2/rain25.jpg,rain
dataset2/sunrise344.jpg,sunrise
dataset2/shine36.jpg,shine
dataset2/cloudy257.jpg,cloudy
dataset2/rain108.jpg,rain
dataset2/sunrise238.jpg,sunrise
dataset2/rain13.jpg,rain
dataset2/shine158.jpg,shine
dataset2/rain202.jpg,rain
dataset2/rain80.jpg,rain
dataset2/shine116.jpg,shine
dataset2/rain11.jpg,rain
dataset2/shine125.jpg,shine
dataset2/shine208.jpg,shine
dataset2/shine163.jpg,shine
dataset2/rain105.jpg,rain
dataset2/sunrise314.jpg,sunrise
dataset2/sunrise299.jpg,sunrise
dataset2/cloudy135.jpg,cloudy
dataset2/cloudy256.jpg,cloudy
dataset2/sunrise270.jpg,sunrise
dataset2/cloudy6.jpg,cloudy
dataset2/shine147.jpg,shine
dataset2/cloudy261.jpg,cloudy
dataset2/rain211.jpg,rain
dataset2/shine77.jpg,shine
dataset2/cloudy103.jpg,cloudy
dataset2/sunrise176.jpg,sunrise
dataset2/cloudy61.jpg,cloudy
dataset2/shine244.jpg,shine
dataset2/sunrise267.jpg,sunrise
dataset2/sunrise85.jpg,sunrise
dataset2/rain34.jpg,rain
dataset2/shine180.jpg,shine
dataset2/sunrise277.jpg,sunrise
dataset2/cloudy220.jpg,cloudy
dataset2/sunrise200.jpg,sunrise
dataset2/sunrise78.jpg,sunrise
dataset2/rain186.jpg,rain
dataset2/shine227.jpg,shine
dataset2/shine84.jpg,shine
dataset2/sunrise174.jpg,sunrise
dataset2/cloudy109.jpg,cloudy
dataset2/rain162.jpg,rain
dataset2/sunrise155.jpg,sunrise
dataset2/cloudy164.jpg,cloudy
dataset2/cloudy59.jpg,cloudy
dataset2/sunrise291.jpg,sunrise
dataset2/sunrise110.jpg,sunrise
dataset2/cloudy105.jpg,cloudy
dataset2/sunrise190.jpg,sunrise
dataset2/sunrise159.jpg,sunrise
dataset2/shine156.jpg,shine
dataset2/sunrise313.jpg,sunrise
dataset2/cloudy132.jpg,cloudy
dataset2/shine172.jpg,shine
dataset2/rain122.jpg,rain
dataset2/shine218.jpg,shine
dataset2/shine3.jpg,shine
dataset2/cloudy72.jpg,cloudy
dataset2/shine96.jpg,shine
dataset2/cloudy83.jpg,cloudy
dataset2/rain191.jpg,rain
dataset2/shine219.jpg,shine
dataset2/cloudy160.jpg,cloudy
dataset2/cloudy35.jpg,cloudy
dataset2/cloudy237.jpg,cloudy
dataset2/shine124.jpg,shine
dataset2/sunrise128.jpg,sunrise
dataset2/rain118.jpg,rain
dataset2/sunrise117.jpg,sunrise
dataset2/sunrise295.jpg,sunrise
dataset2/shine79.jpg,shine
dataset2/sunrise187.jpg,sunrise
dataset2/cloudy148.jpg,cloudy
dataset2/rain41.jpg,rain
dataset2/sunrise11.jpg,sunrise
dataset2/sunrise209.jpg,sunrise
dataset2/shine101.jpg,shine
dataset2/rain69.jpg,rain
dataset2/sunrise65.jpg,sunrise
dataset2/sunrise148.jpg,sunrise
dataset2/shine29.jpg,shine
dataset2/shine207.jpg,shine
dataset2/cloudy120.jpg,cloudy
dataset2/rain31.jpg,rain
dataset2/cloudy283.jpg,cloudy
dataset2/shine175.jpg,shine
dataset2/rain24.jpeg,rain
dataset2/cloudy98.jpg,cloudy
dataset2/sunrise329.jpg,sunrise
dataset2/cloudy245.jpg,cloudy
dataset2/sunrise150.jpg,sunrise
dataset2/rain134.jpg,rain
dataset2/rain213.jpg,rain
dataset2/shine62.jpg,shine
dataset2/shine26.jpg,shine
dataset2/shine68.jpg,shine
dataset2/sunrise40.jpg,sunrise
dataset2/rain57.jpg,rain
dataset2/shine245.jpg,shine
dataset2/cloudy150.jpg,cloudy
dataset2/sunrise94.jpg,sunrise
dataset2/shine24.jpg,shine
dataset2/cloudy276.jpg,cloudy
dataset2/cloudy199.jpg,cloudy
dataset2/rain55.jpg,rain
dataset2/sunrise13.jpg,sunrise
dataset2/sunrise212.jpg,sunrise
dataset2/sunrise289.jpg,sunrise
dataset2/shine242.jpg,shine
dataset2/sunrise188.jpg,sunrise
dataset2/cloudy155.jpg,cloudy
dataset2/rain174.jpg,rain
dataset2/rain47.jpg,rain
dataset2/shine151.jpg,shine
dataset2/shine21.jpg,shine
dataset2/shine112.jpg,shine
dataset2/shine22.jpg,shine
dataset2/shine4.jpg,shine
dataset2/sunrise278.jpg,sunrise
dataset2/sunrise64.jpg,sunrise
dataset2/rain35.jpg,rain
dataset2/cloudy286.jpg,cloudy
dataset2/cloudy40.jpg,cloudy
dataset2/rain50.jpg,rain
dataset2/sunrise170.jpg,sunrise
dataset2/sunrise351.jpg,sunrise
dataset2/rain3.jpg,rain
dataset2/rain173.jpg,rain
dataset2/cloudy207.jpg,cloudy
dataset2/sunrise70.jpg,sunrise
dataset2/rain40.jpg,rain
dataset2/cloudy46.jpg,cloudy
dataset2/shine15.jpg,shine
dataset2/sunrise328.jpg,sunrise
dataset2/shine235.jpg,shine
dataset2/sunrise139.jpg,sunrise
dataset2/cloudy197.jpg,cloudy
dataset2/sunrise353.jpg,sunrise
dataset2/sunrise320.jpg,sunrise
dataset2/cloudy170.jpg,cloudy
dataset2/cloudy226.jpg,cloudy
dataset2/cloudy77.jpg,cloudy
dataset2/rain46.jpg,rain
dataset2/rain158.jpg,rain
dataset2/sunrise12.jpg,sunrise
dataset2/sunrise336.jpg,sunrise
dataset2/shine253.jpg,shine
dataset2/cloudy56.jpg,cloudy
dataset2/cloudy102.jpg,cloudy
dataset2/rain171.jpg,rain
dataset2/cloudy68.jpg,cloudy
dataset2/sunrise284.jpg,sunrise
dataset2/rain53.jpg,rain
dataset2/shine129.jpg,shine
dataset2/shine95.jpg,shine
dataset2/cloudy265.jpg,cloudy
dataset2/shine18.jpg,shine
dataset2/sunrise264.jpg,sunrise
dataset2/shine106.jpg,shine
dataset2/rain30.jpg,rain
dataset2/shine209.jpg,shine
dataset2/shine100.jpg,shine
dataset2/shine251.jpg,shine
dataset2/cloudy146.jpg,cloudy
dataset2/rain72.jpg,rain
dataset2/shine13.jpg,shine
dataset2/sunrise230.jpg,sunrise
dataset2/sunrise282.jpg,sunrise
dataset2/cloudy131.jpg,cloudy
dataset2/shine160.jpg,shine
dataset2/sunrise235.jpg,sunrise
dataset2/rain124.jpg,rain
dataset2/shine199.jpg,shine
dataset2/rain98.jpg,rain
dataset2/cloudy166.jpg,cloudy
dataset2/rain150.jpg,rain
dataset2/sunrise311.jpg,sunrise
dataset2/cloudy107.jpg,cloudy
dataset2/cloudy27.jpg,cloudy
dataset2/sunrise100.jpg,sunrise
dataset2/cloudy101.jpg,cloudy
dataset2/cloudy252.jpg,cloudy
dataset2/shine37.jpg,shine
dataset2/cloudy250.jpg,cloudy
dataset2/cloudy273.jpg,cloudy
dataset2/shine57.jpg,shine
dataset2/cloudy242.jpg,cloudy
dataset2/shine231.jpg,shine
dataset2/rain172.jpg,rain
dataset2/cloudy300.jpg,cloudy
dataset2/shine9.jpg,shine
dataset2/sunrise79.jpg,sunrise
dataset2/sunrise22.jpg,sunrise
dataset2/cloudy144.jpg,cloudy
dataset2/sunrise67.jpg,sunrise
dataset2/sunrise120.jpg,sunrise
dataset2/sunrise161.jpg,sunrise
dataset2/rain111.jpg,rain
dataset2/cloudy230.jpg,cloudy
dataset2/sunrise52.jpg,sunrise
dataset2/shine238.jpg,shine
dataset2/rain138.jpg,rain
dataset2/shine20.jpg,shine
dataset2/sunrise145.jpg,sunrise
dataset2/shine87.jpg,shine
dataset2/sunrise341.jpg,sunrise
dataset2/rain137.jpg,rain
dataset2/cloudy248.jpg,cloudy
dataset2/cloudy17.jpg,cloudy
dataset2/cloudy225.jpg,cloudy
dataset2/cloudy85.jpg,cloudy
dataset2/rain78.jpg,rain
dataset2/cloudy211.jpg,cloudy
dataset2/cloudy8.jpg,cloudy
dataset2/rain140.jpg,rain
dataset2/sunrise106.jpg,sunrise
dataset2/cloudy189.jpg,cloudy
dataset2/rain130.jpg,rain
dataset2/rain91.jpg,rain
dataset2/rain115.jpg,rain
dataset2/cloudy99.jpg,cloudy
dataset2/sunrise272.jpg,sunrise
dataset2/cloudy70.jpg,cloudy
dataset2/cloudy268.jpg,cloudy
dataset2/cloudy1.jpg,cloudy
dataset2/shine249.jpg,shine
dataset2/rain180.jpg,rain
dataset2/sunrise315.jpg,sunrise
dataset2/shine121.jpg,shine
dataset2/cloudy45.jpg,cloudy
dataset2/shine170.jpg,shine
dataset2/cloudy275.jpg,cloudy
dataset2/shine186.jpg,shine
dataset2/sunrise206.jpg,sunrise
